platform,meme_template,search_query,post_id,author_handle,author_display,caption,alt_text,image_url,likes,reposts,replies,created_at,indexed_at,post_url,collection_timestamp
bluesky,this is fine,this is fine meme,at://did:plc:36n7wd7gg4tapamnog4zyyc6/app.bsky.feed.post/3kvyohana4o26,jacobtlevy.bsky.social,Jacob T. Levy,,"""This is fine"" dog meme with the speech balloon reading ""even I am finding this to be a bit much to deal with all at once.""",https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:36n7wd7gg4tapamnog4zyyc6/bafkreieoshmsl7oyld6nub5oxhqwibeaca36xb3oy5xi74r2l2szu4crx4@jpeg,1647,422,8,2024-06-28T15:43:04.261Z,2024-06-28T15:43:04.261Z,https://bsky.app/profile/jacobtlevy.bsky.social/post/3kvyohana4o26,2025-12-20 19:25:56
bluesky,this is fine,this is fine meme,at://did:plc:miczfsfixolk42l7343z3bpd/app.bsky.feed.post/3kwucetkxo32l,sethcotlar.bsky.social,Seth Cotlar,"Oregon has had 6 straight days of record breaking heat and the Oregon GOP just tweeted out the ""This is fine"" meme, only unironically.",,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:miczfsfixolk42l7343z3bpd/bafkreiefjnky4rvqt2uajgw6mvp4uwbkjn6uf27ytx76gzzabqkfi6oofq@jpeg,601,141,46,2024-07-09T15:21:30.960Z,2024-07-09T15:21:30.960Z,https://bsky.app/profile/sethcotlar.bsky.social/post/3kwucetkxo32l,2025-12-20 19:25:57
bluesky,this is fine,this is fine meme,at://did:plc:mrl3p6ed5pswq22lv4crnqzl/app.bsky.feed.post/3kxfxbb2ty22a,runwithskizzers.bsky.social,Preeti Chhibber,"me: i need to write
me, 30 seconds later: what if i make a meme instead, this is productive and authentic bc it is self promotion but also depressing","A screenshot of the ""this is fine dog"" comic by KC Green. The first panel has the dog sitting at a table while the room around him is on fire. On the table is a pasted in copy of my book, PAYAL MEHTA'S ROMANCE REVENGE PLOT. 

The second panel is closer in on the dog, still surrounded by fire and a copy of my book next to him. The speech bubble above him has been edited to read: ""buy my book""",https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:mrl3p6ed5pswq22lv4crnqzl/bafkreidv52ang56v4n3tvc7fy2cdbhscw2t5bmk7nxo64dmrxbrzdmy6pa@jpeg,510,100,8,2024-07-16T15:50:35.223Z,2024-07-16T15:50:35.223Z,https://bsky.app/profile/runwithskizzers.bsky.social/post/3kxfxbb2ty22a,2025-12-20 19:25:58
bluesky,this is fine,this is fine meme,at://did:plc:64mdicpo7sq4k5bx2z3m2jo6/app.bsky.feed.post/3kzcwhibxbk22,catbus.phd,Catbus ☃️🎄❄️,I like LaCroix fine but this is 💯 accurate,"meme reading
LaCroix New Flavors!

- transported in a truck near bananas
- hint of hint of lime
- single skittle dissolved in water
- shy watermelon
- imagine liie, a strawberry but with a low battery",https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:64mdicpo7sq4k5bx2z3m2jo6/bafkreidm5xe4os36du5fgnmkubf2his4yz6xtxftdxjmxq6buqyluz4f3a@jpeg,367,69,21,2024-08-09T21:48:34.534Z,2024-08-09T21:48:34.534Z,https://bsky.app/profile/catbus.phd/post/3kzcwhibxbk22,2025-12-20 19:26:05
bluesky,this is fine,this is fine meme,at://did:plc:m5qyucjfzog3bc4jlsznv4fs/app.bsky.feed.post/3l3zdnpkgep2i,mortadela.bsky.social,,,"Meme con perro this is fine rodeado de llamas en twitter diciendo ""this is fine"" y mismo perro con un cielo azul en BlueSky diciendo ""Esto está muerto""",https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:m5qyucjfzog3bc4jlsznv4fs/bafkreidlytzaduv3p4jyir5ypdsn3ehnrw5abkr2tlt4ppj3bmpdh7um3a@jpeg,258,95,7,2024-09-13T06:33:38.859Z,2024-09-13T06:33:38.859Z,https://bsky.app/profile/mortadela.bsky.social/post/3l3zdnpkgep2i,2025-12-20 19:26:10
bluesky,this is fine,this is fine meme,at://did:plc:l2kof2ml4ut64cfft4223ec4/app.bsky.feed.post/3l3wbwekzsg2i,luizbento.bsky.social,Luiz Bento,Nunca imaginei que este meme fosse literal,"Meme de um cachorro amarelo com chapéu, em uma sala de escritório onde tudo pega fogo. No segundo quadro ele diz ""This is fine"".",https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:l2kof2ml4ut64cfft4223ec4/bafkreifvgkgm5o64ogdtuxzqdigrpe7s42egxbdjoyxh22elhwb34iplky@jpeg,207,43,1,2024-09-12T01:24:43.232Z,2024-09-12T01:24:43.232Z,https://bsky.app/profile/luizbento.bsky.social/post/3l3wbwekzsg2i,2025-12-20 19:26:10
bluesky,this is fine,this is fine meme,at://did:plc:vtulckfwhlh3ndn4iqfcg3an/app.bsky.feed.post/3l52wdmjoel2t,greenleejw.bsky.social,"Surprised Eel Historian, PhD","It's 1100. You're a peasant in Harmston, England. Congrats! It's a fine place to live. But at what cost?

Eels. That's what. Each spring, the village owes Earl Hugh 75,000 eels in rent. So every fall your life becomes all about the eels.*

Welcome to Harmston. Here's your net.
🗃️🧪","Meme. Medieval colored drawing showing a figure in a small boat with a large green fish attached to his head. The figure is likely a man, but this is uncertain. His name is even less certain, but we'll call him Yedward. He is wearing a long orange shirt, and is paddling his boat across a body of blue water. There are clouds int eh background. Yedward might have been wearing a hat at some point, but if he was, the fish has eaten it. He seems very concerned, and you would too. That fish is no joke.

The fish has it's jaws around Yedward's head, and is arching its back so far that its tail will soon touch the top of its head. It's fins are thrust out, and it looks very graceful.

It's unfair to name the man but not the fish, so we'll call her Merwena. She was raised on tales of Jonah & Moby Dick, & longs to be like her literary heroes. She's going to eat this man if it takes all day. He can't paddle forever. Especially with a hole in his head.

Meme text reads:
""It's gonna be a long fall""",https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:vtulckfwhlh3ndn4iqfcg3an/bafkreige4dbrm2ltgkwxdjxmlvh2x35rry63lknb6jznt7wtfap2wbebae@jpeg,241,41,7,2024-09-26T15:05:53.289Z,2024-09-26T15:05:53.289Z,https://bsky.app/profile/greenleejw.bsky.social/post/3l52wdmjoel2t,2025-12-20 19:26:12
bluesky,this is fine,this is fine meme,at://did:plc:2pijl4hy25qond3iwnn5feo7/app.bsky.feed.post/3l5pq5d6re22v,bichinhos.bsky.social,Bichinhos Fofinhos pra quem ta cansado,A gente assim,"Cachorro da raça golden retriever velhinho sentado numa cadeira com uma mesa e uma caneca sobre ela e ao redor dele um fogo falso de papelão por toda a sala e na parte de cima fumaça falsa de papelão e um balão de conversa igual de revista em quadrinho escrito ""This is fine"". Essa foto está imitando uma famosa ilustração meme de um cachorro sentado numa cadeira dentro de uma sala pegando fogo enquanto ele diz ""This is fine"".",https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:2pijl4hy25qond3iwnn5feo7/bafkreiakhc2s7ficws7j2yyr4bkkryzivxkrlw3ciufxwih6qhvvepzggy@jpeg,623,89,1,2024-10-04T21:40:53.680Z,2024-10-04T21:40:53.680Z,https://bsky.app/profile/bichinhos.bsky.social/post/3l5pq5d6re22v,2025-12-20 19:26:13
bluesky,this is fine,this is fine meme,at://did:plc:sxxnhzipsapdm5inx44fr322/app.bsky.feed.post/3l5mx4uxerg2r,dasharez0ne.bsky.social,da share z0ne,THE PHYSIC'S GENIOUS - dashare.zone ADMIN,"ITS A SKELITON ONCE AGAIN AS U WOULD EXPECT BY THIS POINT AND ITS DA GUY IN THE MEME AS ALWAY'S ,AND THERE FINE WITH THE MODEL OF PHYSIC'S EXISTING, BUT DONT BELEIVE THAT PARTICLES EXIST IN THE WAY MOST PEOPLE THINK ,THEY TRY TO TELL YOU ITS A BUNCH OF BALLS BUT ITS MORE LIKELY THAT DA IDEA OF A PHOTON IS A ABSTRACTION OF BEHAVIOR WE CAN OBSERVE BUT ARE UNABLE TO EXPLAIN , ANY WAY THE TEXT SAY'S ""DOUBLE SHIT EXPERIMENT, WHICH ONE DID IT GO IN, ITS JUST A TOASTER, FUCK U, BULL SHIT EXPERIMENT , FUCK OF!!! FUCK ALL PHOTON'S - FUCK ALL PARTICLE'S - DASHARE.ZONE ADMIN AND IF YA DONT BELEIVE ME SCOOCH A COUPLE OF THEM TOGETHER CLOSER THAN A PLANCK LENGTH AND TELL ME IM WRONG - DASHARE.ZONE ADMIN",https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:sxxnhzipsapdm5inx44fr322/bafkreihdgfx26dwt3dvggsy72qlvnyjq2hof5l3zzda7iu7iwrlnn5yxpq@jpeg,411,64,0,2024-10-03T19:07:56.338Z,2024-10-03T19:07:56.338Z,https://bsky.app/profile/dasharez0ne.bsky.social/post/3l5mx4uxerg2r,2025-12-20 19:26:13
bluesky,this is fine,this is fine meme,at://did:plc:b5v6tmhv44h23hba4x5u6y22/app.bsky.feed.post/3l6bw5sjkle2p,ficwip.bsky.social,#ficwip,"The All-Ships Ship Week sails in 10 days! 

🚢 runs October 21-27
🚢 all ships welcome! your OCs too
🚢 open to everyone 14 & up
🚢 multiple ways to participate
🚢 no sign-ups needed!
🚢 tag your posts #allshipsweek 

⚓️ tinyurl.com/allshipsweek","The All-Ships Ship Week 2024 Activity Bingo

- Create and share your ship dossier (templates below)
- Rewatch or reread favorite moments
- Make & share a playlist
- Reblog fic & art posts from other creators
- Tell us why you love them
- Share a prompt/idea for other people to adopt
- Share a favorite headcanon
- Make a meme
- Comment on fic or art",https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:b5v6tmhv44h23hba4x5u6y22/bafkreidzezzjlup4knivowfcovjy4sxdsaazjm6gfqdh3uh6sfd5eaas2a@jpeg,122,103,2,2024-10-12T03:16:27.905Z,2024-10-12T03:16:27.905Z,https://bsky.app/profile/ficwip.bsky.social/post/3l6bw5sjkle2p,2025-12-20 19:26:14
bluesky,this is fine,this is fine meme,at://did:plc:fqhyfvx3qc6dcfsz4xslmlua/app.bsky.feed.post/3la3f6nmqyp2t,eay.social,Stefan Grund,Ich habe das „This is fine“-Meme mal aktualisiert. Auf Basis der Ideen von chaos.social/@schmofu und norden.social/@Seb1982 im Thread von @mspr0.de: fnordon.de/@mspro/11340...,"Der Hund aus dem „This is fine“-Meme, weiterhin in einem brennenden Zimmer, nur das er jetzt wegen der Überschwemmungen auf dem Stuhl steht. Er sagt „Now, let‘s try fascism“ und meint damit eine Lösung gefunden zu haben. (Hat er nicht.)",https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:fqhyfvx3qc6dcfsz4xslmlua/bafkreibph3t7khn2bu5nfcagg2wpjzny5uboxhcge2xhlkfp3asgibz7v4@jpeg,253,77,7,2024-11-03T23:47:07.709Z,2024-11-03T23:47:08.784Z,https://bsky.app/profile/eay.social/post/3la3f6nmqyp2t,2025-12-20 19:26:19
bluesky,this is fine,this is fine meme,at://did:plc:e5ql4irxgug6t5k6qxae5ydf/app.bsky.feed.post/3lat3v42mdk2q,pank0.bsky.social,Jess 🐰 Usagi Shima OUT NOW!!,mood these days,"my personal rendition of the this is fine meme, but it's me and my bunny sitting in the room instead :'D",https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:e5ql4irxgug6t5k6qxae5ydf/bafkreics2n5xk3yrdhbppup44uinwo7pxuqxfo5eiz7zvvgl7gyesgjkwe@jpeg,284,77,6,2024-11-13T10:04:37.403Z,2024-11-13T10:04:40.587Z,https://bsky.app/profile/pank0.bsky.social/post/3lat3v42mdk2q,2025-12-20 19:26:20
bluesky,this is fine,this is fine meme,at://did:plc:vtulckfwhlh3ndn4iqfcg3an/app.bsky.feed.post/3lbaarc56q222,greenleejw.bsky.social,"Surprised Eel Historian, PhD","Eel smuggling is a major problem today. But it's not new! 

In 1463, London city officials arrested 9 Zeeland merchants who tried to slip 97 barrels of salted eels past customs at Billingsgate. They wanted to avoid import fees, but wound up facing a £40 fine.
🗃️🧪","Meme. Medieval drawing of a cooper, putting the lid on a barrel with a hammer, while surrounded by other barrels. The man -- we'll call him Ædwallow-- is wearing a pink shirt and blue leggings, as if he's planning on going to gender reveal party later and he wants to cover all his bases. He's wearing a somewhat shapeless red hat that might -- or might not -- keep his ears warm. He has a white apron tied around his waist.

He is clean-shaven, and his face looks young. His expression is terribly intense, and it doesn't take much imagination to believe that he is sealing his rival in this barrel. Perhaps this was a man named Flord whom Ædwallow had called a friend in his youth, until he had ran off with Ædwallow's mother to live a life of crime together as petty toast thieves in Malta. Ævence spent years tracking them down, & now's he's caught them and stuffed them in barrels to ship back home, for reasons only he knows.

Meme text reads:
""Staring down the barrel
of a
too-eelaborate plan""",https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:vtulckfwhlh3ndn4iqfcg3an/bafkreihn4unzecbejlu6hubojjdk4qhbkuizfz4k7afatr4xpwkuxzdoua@jpeg,127,12,6,2024-11-18T15:36:34.862Z,2024-11-18T15:36:38.349Z,https://bsky.app/profile/greenleejw.bsky.social/post/3lbaarc56q222,2025-12-20 19:26:24
bluesky,this is fine,this is fine meme,at://did:plc:g5yqmwkhk4irqe3hepdslhhy/app.bsky.feed.post/3lavqymtauc2d,mamasand.bsky.social,Mama Sand,,"The “this is fine” animated dog in a burning room meme, except its many different dogs around a table enjoying each other’s company. Caption says “finding your people in late stage capitalism”",https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:g5yqmwkhk4irqe3hepdslhhy/bafkreigj5kxvm3eqv6rbg5oemrojz22aqmh3yrdlbh3femmvhuyvc72pei@jpeg,150,24,4,2024-11-14T11:27:43.708Z,2024-11-14T11:27:46.877Z,https://bsky.app/profile/mamasand.bsky.social/post/3lavqymtauc2d,2025-12-20 19:26:25
bluesky,this is fine,this is fine meme,at://did:plc:gn6mkok3lpf2nb3iqmkaev67/app.bsky.feed.post/3lbxl4sycac2b,codendahl.bsky.social,Christian Odendahl,,"The “This is fine”
meme with Merkel saying “I was fine”",https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:gn6mkok3lpf2nb3iqmkaev67/bafkreig3a3awaswt7rlqcz6qvgnvkxiwqtefx5bzxrtdcvatkbg6lnntni@jpeg,272,39,6,2024-11-27T22:13:13.036Z,2024-11-27T22:13:15.556Z,https://bsky.app/profile/codendahl.bsky.social/post/3lbxl4sycac2b,2025-12-20 19:26:26
bluesky,this is fine,this is fine meme,at://did:plc:obn2a4nithbos2hdqrwxrn5j/app.bsky.feed.post/3lbu2wyxjb22x,srtalumpy.bsky.social,Clara Soriano,"Me lo tenía que pillar sí o sí (porque este meme soy yo).

Otra clienta satisfecha de @lallamastore.bsky.social 🩷","Figura del meme ""this is fine"" con sus llamitas, su perro disociado y ruiditos de fuego.",https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:obn2a4nithbos2hdqrwxrn5j/bafkreihujs2u3aueiahf5at36potobe5vaqvwp3zicnoyddbaa2jec42xa@jpeg,332,17,9,2024-11-26T12:45:38.884Z,2024-11-26T12:45:46.158Z,https://bsky.app/profile/srtalumpy.bsky.social/post/3lbu2wyxjb22x,2025-12-20 19:26:26
bluesky,this is fine,this is fine meme,at://did:plc:tezm7n5yoq2kulzurykjteof/app.bsky.feed.post/3lbnej5s5us2u,sanaga.bsky.social,SANAGA ,"Avec @vertlemedia.bsky.social  on a réactualisé le célèbre meme « this is fine » pour en faire un sticker dans le cadre de leur projet « Chaleurs Actuelles », à soutenir ici : soutenir.vert.eco","Image reprenant les codes du meme de KC Green avec le chien « this is fine »assis au milieu des flammes, sauf qu’à la place du chien c’est Pascal Praud",https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:tezm7n5yoq2kulzurykjteof/bafkreigpuhld3kea2lt3d5er6leko3km7rcw7e4ytzynp2k5p6l2uirdam@jpeg,1350,282,22,2024-11-23T20:48:13.445Z,2024-11-23T20:48:15.856Z,https://bsky.app/profile/sanaga.bsky.social/post/3lbnej5s5us2u,2025-12-20 19:26:28
bluesky,this is fine,this is fine meme,at://did:plc:gvda6fem6r7selm4gzjjww4a/app.bsky.feed.post/3lbmvoaewj22v,leahmcelrath.bsky.social,Leah McElrath,Happy Caturday,Image of a version of the “this is fine” meme showing a cat seated at a table with a coffee cup on it while surrounded by flames ,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:gvda6fem6r7selm4gzjjww4a/bafkreicy24wz63zw7tv4avmunsiejjvdv3bdk47czjkze7rjuqrzk5bvfm@jpeg,129,13,4,2024-11-23T16:22:37.802Z,2024-11-23T16:22:39.752Z,https://bsky.app/profile/leahmcelrath.bsky.social/post/3lbmvoaewj22v,2025-12-20 19:26:28
bluesky,this is fine,this is fine meme,at://did:plc:ittis6mfcchi54qe7m7d5mun/app.bsky.feed.post/3lbmf4b4lck2p,vert.eco,"Vert, le média 💚","🔥 On a décidé avec @sanaga.bsky.social de faire une version actualisée du meme emblématique This is fine ! Ça vous plaît ? 

Vous en rêvez en sticker ? Vert l’a fait ! Soutenez notre projet Chaleurs actuelles et recevez-le en édition limitée !
👉 soutenir.vert.eco",,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:ittis6mfcchi54qe7m7d5mun/bafkreifjmaskfccsjivbdyqeomycqbhwrh4r4yt5nusgzwyl3cnj5jp7um@jpeg,205,43,5,2024-11-23T11:26:14.720Z,2024-11-23T11:26:20.255Z,https://bsky.app/profile/vert.eco/post/3lbmf4b4lck2p,2025-12-20 19:26:28
bluesky,this is fine,this is fine meme,at://did:plc:dku6ckeg7cso4d37igrx2iv7/app.bsky.feed.post/3lcdjgqkjuk2n,michaelzemmour.cpesr.fr,Michaël Zemmour ,,"Mème ""This is Fine"". 

Strip en 2 cases. 
Case 1: un chien dans une pièce en feu de vant un mug. 

Case 2:  le chien parle: on a sauvé les exos",https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:dku6ckeg7cso4d37igrx2iv7/bafkreia5szbzneyosjpdpgtbztxq3g54gckc2ppqsqdg4duaw4p5vywuiq@jpeg,342,50,3,2024-12-02T16:14:55.405Z,2024-12-02T16:14:57.959Z,https://bsky.app/profile/michaelzemmour.cpesr.fr/post/3lcdjgqkjuk2n,2025-12-20 19:26:30
bluesky,this is fine,this is fine meme,at://did:plc:kutgtskif5aphop7h4pcim7s/app.bsky.feed.post/3lc4y6jqwns2b,teatimeatthree.bsky.social,TeaTime@Three,"Considering I pumped this out in one sitting, I'm a little annoyed with how good it turned out.

#pokemon #meme #fanart #spheal #thisisfine",This is fine dog meme but with the pokemon spheal.,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:kutgtskif5aphop7h4pcim7s/bafkreigcosy7lgxnawvvmxx7z4fakgqhh6fvole7nbw5v4ixrhau4j27zq@jpeg,185,17,2,2024-11-30T01:50:07.801Z,2024-11-30T01:50:11.260Z,https://bsky.app/profile/teatimeatthree.bsky.social/post/3lc4y6jqwns2b,2025-12-20 19:26:31
